gene	loeuf	pli
KCNRG	1.63	4.1306e-05
GOLGA6L1	1.63	2.3586e-12
CDC42SE1	1.63	0.0035427
F2RL3	1.63	4.1298e-05
LBH	1.63	0.01436
C19orf70	1.63	0.00083352
ZNF100	1.63	0.00018933
HCAR2	1.63	0.00018933
SLC46A2	1.63	1.3414e-11
BANF2	1.631	0.014314
OR8B8	1.631	0.014312
NAPSA	1.631	7.1709e-14
ACOT6	1.631	0.0035327
C2orf80	1.631	7.5e-11
NMS	1.631	1.3331e-11
EXOG	1.631	1.3331e-11
IL22	1.631	0.00018843
C12orf79	1.631	0.00083157
SELPLG	1.631	0.1768
FCAR	1.632	6.5959e-08
OR10G3	1.632	0.0035194
TMEM140	1.632	0.053997
H2AFX	1.632	0.17652
HOXA4	1.632	8.5959e-06
COX6A1P2	1.632	0.42607
GP5	1.632	0.00018766
GRTP1	1.633	4.0399e-13
TMEM69	1.633	0.0001867
SETD6	1.633	1.8383e-18
GSTA1	1.633	1.7305e-06
CPB1	1.633	2.6104e-22
DNASE2B	1.633	3.6644e-16
SIRPB1	1.633	2.3107e-12
TOR3A	1.633	2.3045e-12
ZNF233	1.633	0.00018665
PRR22	1.633	0.014248
AP4S1	1.633	1.7275e-06
MARCKSL1	1.633	0.014253
DAP	1.634	0.0035018
TM4SF20	1.634	0.0001862
RAD51B	1.634	2.079e-15
ALKBH7	1.634	1.7207e-06
LY6K	1.634	0.014203
MPEG1	1.634	3.5925e-16
GALNTL5	1.634	3.5947e-16
AC027763.2	1.635	0.17573
C4orf40	1.635	0.00018537
S100A6	1.635	0.17565
KLRC3	1.635	1.7152e-06
DYDC2	1.635	0.0034876
TMEM126B	1.635	0.00018551
UPK1A	1.635	7.2141e-11
IGFBPL1	1.635	4.0352e-05
BPIFA1	1.636	1.1971e-08
MCTP2	1.636	6.03e-52
AIM2	1.636	2.1942e-09
HAP1	1.637	3.3512e-26
UGT2B10	1.637	1.0278e-17
SATL1	1.638	4.9995e-20
SBK2	1.638	3.9689e-05
CALHM2	1.638	8.3082e-06
ENDOG	1.638	0.00018287
GLOD5	1.638	0.053308
NR0B2	1.638	8.3377e-06
OR13C2	1.638	0.014056
WBSCR28	1.638	1.1786e-08
GMFG	1.638	1.1758e-08
TIMM22	1.638	3.9658e-05
NUDT14	1.639	3.9537e-05
ZNF98	1.639	0.0034454
FAM216B	1.639	0.00081029
DDI1	1.639	2.1471e-09
MRPS17	1.639	1.1728e-08
H2BFM	1.639	0.014026
ERICH1	1.639	1.1389e-14
FAM159B	1.639	0.0034479
RP11-211G3.3	1.64	0.00080638
BHMT2	1.64	1.9621e-15
PTX4	1.64	3.758e-13
FAM132A	1.64	6.2063e-08
TMEM230	1.641	0.00018056
RPSAP58	1.641	0.003425
LY6G5B	1.641	8.1818e-06
ASB18	1.641	6.1879e-08
C4orf22	1.642	2.0896e-09
UBQLNL	1.642	2.1123e-12
ZDHHC11B	1.642	3.6787e-13
AZU1	1.642	3.9068e-05
LDHAL6A	1.642	3.7764e-10
SRSF10	1.642	0.42275
JOSD2	1.642	0.00018012
AHSA2	1.642	0.00018
CYP4A11	1.643	1.087e-24
TMEM159	1.643	0.0034061
FABP12	1.643	0.0034043
IGLL1	1.643	0.013899
MRPL44	1.644	2.0628e-09
P2RY8	1.644	0.0034012
MXRA7	1.644	0.00079422
AMY1C	1.644	0.0033974
C20orf197	1.644	0.42195
C17orf78	1.644	2.0653e-09
PCP4L1	1.644	0.052717
PROK2	1.645	0.013828
PRR23D1	1.645	0.4218
ENDOD1	1.645	6.5757e-11
NTS	1.645	3.8527e-05
SEC14L3	1.646	3.6612e-23
C3orf83	1.646	3.8261e-05
AC112715.2	1.646	0.42143
MAFA	1.646	0.0033727
CST8	1.646	0.0033735
OR8B3	1.646	0.013798
CCT8L2	1.647	1.5923e-06
FABP7	1.647	0.00078595
OR2C1	1.647	3.8058e-05
MRPL50	1.647	3.8088e-05
TTC34	1.647	6.4816e-11
CCDC28A	1.647	3.6463e-10
PLEKHS1	1.647	2.1435e-22
OR6C74	1.647	0.0033696
OR6J1	1.647	0.052416
PRTN3	1.647	3.8044e-05
RASL11A	1.647	1.592e-06
FAM89B	1.648	0.05231
CHST4	1.648	2.0001e-09
GLYATL2	1.648	1.5822e-06
RGS21	1.648	3.8018e-05
RNF151	1.648	0.00017597
IFI6	1.648	0.013731
CUTA	1.649	3.084e-07
ZSWIM1	1.649	1.1282e-11
SH2D6	1.649	3.7712e-05
ASCL3	1.649	0.013684
CDK20	1.649	5.9487e-14
AC091801.1	1.649	0.17221
IGFL2	1.65	0.00077735
OR10G2	1.65	0.0033388
MPG	1.65	1.9454e-12
SPG7	1.651	1.9683e-36
TP53RK	1.651	0.00077469
FCGR3B	1.651	3.0294e-07
SAYSD1	1.651	3.7399e-05
INMT	1.651	0.0033238
TEX29	1.651	7.7723e-06
C8orf48	1.651	0.00017347
RP11-422N16.3	1.652	0.41939
WDR83OS	1.652	0.0033142
FAM167B	1.652	0.00077413
GFER	1.652	0.00017308
AADACL2	1.652	1.0604e-08
PRR13	1.652	0.013585
FABP6	1.652	1.5516e-06
RAB27A	1.653	3.0027e-07
AL021546.6	1.653	3.7119e-05
RP11-286N22.8	1.654	3.6968e-05
GOLGA8I	1.654	1.9216e-22
C1ORF220	1.654	3.6903e-05
NANOS2	1.654	0.051664
CCL27	1.654	0.013511
CCL28	1.654	0.051599
LIME1	1.654	0.00017155
OR4D1	1.654	0.00017181
A4GALT	1.654	7.6668e-06
CCDC166	1.655	0.00329
ACOT4	1.655	1.0412e-08
FLJ00273	1.655	0.17062
SNX10	1.655	3.3891e-10
C11orf74	1.655	7.605e-06
FAM19A3	1.655	3.6668e-05
FKBP14	1.655	1.5229e-06
ZNF221	1.655	0.00076431
EPHX3	1.655	1.6489e-15
SLC35E2	1.656	0.00076215
MOGAT3	1.656	1.8376e-12
ALDH3B2	1.656	3.1881e-13
TIRAP	1.656	0.00076118
PRSS46	1.656	3.6604e-05
TP53I3	1.656	5.9516e-11
PDYN	1.656	0.00017033
OBP2A	1.656	1.5163e-06
PLIN5	1.656	1.0481e-11
FAM166A	1.657	1.8249e-12
GOLGA6L6	1.657	2.2875e-19
TMEM156	1.657	3.3366e-10
SHISA3	1.657	3.6402e-05
AC110619.2	1.657	0.013399
AC011366.3	1.657	0.41766
HCAR1	1.657	0.00075927
DTD2	1.657	0.00075939
SCIN	1.657	1.718e-36
APOBEC3D	1.657	1.3595e-18
PDE6G	1.657	0.013418
RP11-322L20.1	1.658	0.051167
FFAR1	1.658	0.00075686
TAC4	1.658	3.6126e-05
ZNF780B	1.658	0.0032592
RLN3	1.658	0.013378
TMEM247	1.659	3.6077e-05
PRSS35	1.659	3.28e-10
ZNF788	1.659	0.013342
MGP	1.659	3.6072e-05
PI3	1.659	0.16965
LCE1E	1.659	0.16972
PCDH11Y	1.659	0.00016811
C6orf52	1.659	3.6111e-05
ATP5G2	1.659	7.4577e-06
PTRH1	1.659	0.00016798
PTPN20B	1.659	0.051059
GP1BA	1.66	0.0032325
PEX11G	1.66	5.4033e-08
APOH	1.66	1.5614e-15
KRTAP10-1	1.66	0.00016762
OR5AC2	1.66	0.013314
ATOH7	1.661	0.050896
CAPSL	1.661	2.8442e-07
GPR42	1.661	0.050905
FAM173B	1.662	1.7847e-09
AHSG	1.662	3.209e-10
ISX	1.662	3.5552e-05
AC096582.1	1.662	0.41594
SMIM18	1.662	0.16897
LRRC52	1.662	7.3202e-06
KRT33B	1.662	4.4301e-17
PSCA	1.663	0.16856
OR4C5	1.663	0.0032052
ZNF253	1.663	0.0032064
S100Z	1.663	0.01321
MRPS14	1.664	0.00016481
XG	1.664	9.691e-09
SERPINA4	1.664	9.7276e-09
OR5V1	1.664	0.013153
FAM221A	1.664	1.7027e-12
S100A10	1.664	0.16843
WDR55	1.665	5.0372e-14
DGAT2L6	1.665	5.5267e-11
MPLKIP	1.665	0.00016384
CDKL4	1.665	5.0101e-14
CD5L	1.666	4.2297e-17
DEXI	1.666	0.4145
RP11-62N21.1	1.666	0.050351
TCEANC2	1.666	2.7615e-07
KCNK7	1.666	3.478e-05
CNTNAP3B	1.666	9.5945e-29
C9orf62	1.667	0.0031634
NDUFB7	1.667	0.0031709
BTN3A3	1.667	1.1892e-18
PLSCR5	1.667	3.0759e-10
PABPC3	1.667	8.4423e-15
LCA10	1.667	0.00016221
APOBEC3G	1.667	5.672e-21
ZNF778	1.667	7.1255e-06
C1orf195	1.667	0.16768
MMP26	1.668	5.3574e-11
NDUFB6	1.668	0.00016201
CTC-429P9.4	1.668	0.013008
LL22NC03-63E9.3	1.668	0.16727
OR2M4	1.669	0.0031458
SLC2A7	1.669	5.5393e-21
SLC25A47	1.669	8.2217e-15
RTBDN	1.669	3.0152e-10
THAP8	1.669	1.4014e-06
C6orf118	1.67	3.2403e-20
CAMK2N1	1.67	0.16681
ZNF688	1.67	7.0023e-06
TMEM253	1.67	1.3919e-06
RIMBP3B	1.671	0.41247
SOD3	1.671	0.00072272
CSDC2	1.671	0.003122
ZNF506	1.671	1.6558e-09
RP11-484M3.5	1.671	0.16658
RP11-597K23.2	1.671	0.049813
ZNF224	1.671	0.0031252
OR10A2	1.672	0.0031211
MOK	1.672	8.8397e-22
MED18	1.672	0.00015906
S100A13	1.672	0.049652
MRPS26	1.673	1.3667e-06
ZNF587	1.673	0.049557
HMSD	1.673	0.012863
C4orf26	1.673	0.049615
POTEH	1.673	5.1283e-11
OR52A5	1.673	6.906e-06
TMSB4X	1.673	0.41205
SLC22A1	1.673	1.4614e-22
PCDHB14	1.674	4.5527e-14
PLET1	1.674	6.8789e-06
KCNJ16	1.674	8.8743e-12
TEKT5	1.674	3.081e-20
DCD	1.674	0.00015781
TMEM81	1.674	0.0030983
ZNF528	1.674	0.00071373
FAM26D	1.674	0.00071349
PCTP	1.675	8.7596e-12
CTXN1	1.675	0.41125
GGTLC1	1.675	3.3367e-05
FAM219B	1.675	0.00015708
RP11-352D3.2	1.675	0.012801
N6AMT1	1.675	6.8181e-06
TNFSF4	1.675	0.049378
PGAM1	1.676	2.5841e-07
ZNF425	1.676	3.319e-05
DECR1	1.676	4.4689e-14
IL20	1.676	1.3447e-06
CTD-2117L12.1	1.676	0.049232
ZNF211	1.676	4.9782e-11
OR6C3	1.676	0.0030733
DTWD1	1.677	2.8135e-10
OR51B2	1.677	0.012734
BEAN1	1.677	6.7615e-06
GSTA2	1.677	2.5611e-07
STX19	1.677	2.5612e-07
AMY2A	1.678	8.5411e-12
RTP2	1.678	6.7109e-06
LRRC26	1.678	0.012698
U2AF1L4	1.678	6.7118e-06
SMCO1	1.678	0.00015503
CFD	1.678	6.7045e-06
KRTAP10-8	1.678	3.2911e-05
IGSF5	1.678	3.6345e-17
ST6GALNAC2	1.678	7.472e-15
MAP1LC3B2	1.678	0.012693
KCTD21	1.678	0.0030552
GPNMB	1.678	2.8803e-27
ZNF837	1.678	1.3275e-06
C1orf87	1.679	6.1824e-25
POTEG	1.679	4.8749e-11
C19orf52	1.679	0.0001546
CERS4	1.679	1.3519e-22
DEFB123	1.679	0.40956
AADACL4	1.679	0.0001543
HPCAL4	1.679	3.2705e-05
KRTAP5-3	1.679	0.16438
COX6C	1.68	0.048848
AGRP	1.68	0.00069912
MRPS11	1.68	4.6918e-08
ASB12	1.68	0.00069764
POLE4	1.68	0.00069897
OR51E1	1.68	0.0030352
TOP1MT	1.68	2.4353e-34
ZNF749	1.68	0.048846
C21orf49	1.68	0.16434
C7orf55	1.68	0.012631
OR51B4	1.681	0.00069519
OR51E2	1.681	0.00015308
GNG8	1.681	0.164
ZNF543	1.681	3.5236e-17
RP11-1C1.5	1.681	0.012566
TMEM220	1.681	1.3033e-06
CRISP2	1.681	1.4437e-12
C9orf85	1.682	3.2225e-05
CA1	1.682	4.7481e-11
PRND	1.682	0.012539
C3orf35	1.683	0.048577
DEFB126	1.683	0.40842
MAGEF1	1.683	0.0030065
CNR2	1.683	6.5369e-06
CTD-2207O23.12	1.683	0.40842
SLC25A48	1.683	0.00015155
ADRB3	1.683	2.4637e-07
DECR2	1.684	2.6455e-10
PRH2	1.684	0.012493
VSIG4	1.684	1.4953e-09
RPL36AL	1.684	0.048413
PTS	1.685	6.4613e-06
ZFAND2A	1.685	0.0029921
C12orf60	1.685	0.048314
PRTFDC1	1.685	2.3671e-13
EXOSC8	1.685	6.9378e-15
FAM203A	1.686	0.012417
UQCRQ	1.686	0.04825
C1orf170	1.686	1.1667e-15
CMTM3	1.686	0.00014974
UNC93A	1.686	1.1634e-15
ENO3	1.686	1.5718e-19
GPX2	1.686	0.00014995
GCHFR	1.686	0.048251
RFPL1	1.686	0.012421
PIP	1.686	0.00068286
AC093157.1	1.687	0.40694
TRIM54	1.687	5.5065e-18
GALR2	1.687	6.3829e-06
RP11-520P18.5	1.687	0.04805
ADI1	1.687	3.1509e-05
TBC1D29	1.687	0.0006788
SBK3	1.687	0.00067934
FRAT2	1.688	0.047967
BLOC1S6	1.688	8.0385e-09
USMG5	1.688	0.048038
SAA4	1.688	0.012346
KRTAP4-5	1.689	0.16174
AP000350.10	1.689	4.3956e-08
DEFB1	1.689	0.4059
VIMP	1.689	1.4301e-09
TMEM255B	1.689	7.7218e-12
KRT33A	1.689	3.1937e-17
C11orf52	1.69	3.0999e-05
MIF	1.69	0.012262
IL1R2	1.69	6.5372e-15
C1orf131	1.69	4.4098e-11
HSBP1L1	1.69	0.0478
PYURF	1.69	0.16154
HBM	1.69	0.012271
CACNG6	1.69	3.097e-05
TM2D3	1.69	7.9392e-09
UGT2B28	1.691	5.2426e-18
AL450307.1	1.691	0.0029332
GIMAP2	1.691	0.40527
ASB14	1.691	1.1236e-22
CXCL9	1.691	0.0029304
ZNF433	1.691	0.012227
RILP	1.691	4.3414e-11
ISG15	1.691	0.40527
ONECUT3	1.692	0.0029219
AGXT2	1.692	3.7108e-28
AP000350.4	1.692	0.40483
ZNF138	1.692	0.047594
THRSP	1.692	0.0029238
RAET1E	1.692	2.3144e-07
CTRC	1.692	1.2851e-12
PLAC9	1.692	0.002921
DEFB127	1.692	0.40494
C2orf72	1.692	0.16112
DUSP23	1.692	0.000666
HYAL4	1.692	3.0998e-17
OR4B1	1.692	0.0029268
FAM9B	1.693	3.057e-05
ZNF880	1.693	0.002911
OR52W1	1.693	0.00066442
ZNF439	1.693	0.012179
C1orf192	1.693	6.1884e-06
RERGL	1.693	2.4541e-10
SELO	1.693	5.1473e-18
ICAM4	1.693	1.2077e-06
NKG7	1.693	0.00014538
NXF5	1.693	3.7443e-14
ZNF593	1.693	0.00066476
C3orf18	1.694	0.00066265
RGR	1.694	2.4228e-10
MRPS6	1.694	0.0006614
PACRGL	1.694	1.2636e-12
ZNF90	1.694	0.0029038
ISG20	1.694	0.002899
PTH	1.695	0.012093
SAMD5	1.695	0.012095
AL645608.1	1.695	0.012096
L34079.2	1.695	0.0028967
GOLGA6B	1.695	1.2579e-12
RP11-664I21.6	1.695	0.40392
C21orf58	1.695	1.2579e-12
PATE3	1.695	0.047274
GATC	1.695	0.00065888
ABHD14B	1.695	0.00014378
SERPINA10	1.696	4.1522e-11
TLCD2	1.696	6.0895e-06
GIMAP1	1.696	0.40351
MMP27	1.696	6.3444e-22
FKBP7	1.696	4.1828e-08
PCP2	1.696	3.0021e-05
EIF3CL	1.696	0.012059
CBR4	1.696	6.0745e-06
CEACAM21	1.696	1.2439e-12
ZNF561	1.696	3.0091e-05
PAQR4	1.697	1.1796e-06
COX18	1.697	6.0435e-15
C19orf25	1.697	0.40313
CYSLTR1	1.697	0.01203
ASAH2B	1.697	0.1596
DAO	1.697	6.2271e-22
NTF4	1.697	0.012031
AC040977.1	1.697	0.047001
SLC38A11	1.697	6.0327e-15
OOEP	1.697	0.00014291
ANKRD60	1.698	2.9807e-05
MT1F	1.698	0.046878
RXFP4	1.698	6.008e-06
CTB-167G5.5	1.698	0.0028638
CD52	1.698	0.40282
C5AR1	1.698	0.40249
ELP5	1.698	2.078e-13
AP000889.3	1.699	0.00065002
TRIM49C	1.699	0.00014152
ZNF140	1.699	1.1679e-06
C1orf168	1.699	1.3041e-41
CEACAM18	1.699	7.4073e-09
ZNF648	1.699	1.1993e-12
CCDC59	1.699	4.0319e-11
GALP	1.7	2.9414e-05
TMED1	1.7	1.1564e-06
CMTM2	1.7	2.9425e-05
ZNF280A	1.701	4.017e-08
RBP1	1.701	5.9233e-06
AADACL3	1.701	0.011889
OR2F2	1.701	2.9273e-05
NXNL1	1.701	0.011891
FPR2	1.701	0.40137
C11orf45	1.701	0.01192
DAOA	1.701	0.00014043
ZNF705A	1.701	0.00064453
MSR1	1.701	2.1571e-20
C16orf89	1.702	1.6287e-16
C5orf48	1.702	0.00064286
DNAL4	1.702	0.0028273
MVD	1.702	2.7438e-17
COX6B2	1.702	0.00064242
PSKH2	1.702	7.2081e-09
XAF1	1.702	6.8151e-12
PTPLA	1.702	1.2914e-09
AP000758.1	1.702	0.40102
GRXCR1	1.702	3.9439e-11
SDPR	1.702	7.2412e-09
MRPL52	1.702	2.1598e-07
PTRH2	1.703	0.00063822
MOB3A	1.703	2.9101e-05
C5orf58	1.703	0.046419
COMT	1.703	1.1377e-06
CMC4	1.703	0.1581
RP13-512J5.1	1.703	0.15818
CNBD1	1.704	4.4866e-18
PPY	1.704	0.01181
GKN1	1.704	1.1309e-06
C5orf49	1.704	0.011792
C22orf34	1.704	0.00013821
RP4-758J18.2	1.704	0.011799
MTHFSD	1.705	6.5987e-12
C2orf68	1.705	5.7612e-06
C18orf56	1.705	0.15771
AGMO	1.705	6.7791e-26
CSN3	1.705	0.011763
PKIB	1.705	0.046118
PYY	1.705	0.011784
NKG2-E	1.705	2.1937e-10
TCTEX1D4	1.705	0.011783
APITD1	1.706	5.75e-06
APITD1-CORT	1.706	5.75e-06
RCN3	1.706	3.8085e-11
THEM6	1.706	0.04608
CPLX4	1.707	0.0001362
GPR15	1.707	1.1106e-06
OR2A14	1.707	0.00013677
NKX1-2	1.707	0.0027809
MZT1	1.707	0.045971
ZNF549	1.707	0.0027791
GPR55	1.707	2.8503e-05
ZNF700	1.708	0.0027684
PLA2G7	1.708	5.3314e-22
PRSS57	1.708	2.8309e-05
SPAG16	1.708	1.4037e-34
LIPT1	1.708	3.8254e-08
XXcos-LUCA11.5	1.709	0.15663
HIST1H1D	1.71	0.1561
ACTRT3	1.71	3.7565e-08
CSNK2A3	1.71	2.1007e-10
C16orf13	1.71	2.7974e-05
GALR3	1.71	0.00013455
WFDC11	1.711	0.0027408
GAST	1.711	0.0027394
NEURL2	1.711	0.00013395
CIDEA	1.711	5.5761e-06
AC005609.1	1.711	0.01155
TSSK1B	1.711	0.00013409
EFCAB4A	1.711	3.6358e-11
SPACA5	1.712	0.39716
CRYBB3	1.712	3.5766e-11
GNA14	1.712	2.4256e-17
GNG4	1.712	0.15575
RHBDD1	1.712	1.0582e-12
IZUMO4	1.713	3.0023e-14
AC132216.1	1.713	0.045338
HOXB13	1.713	3.6879e-08
TMEM256	1.713	0.00061452
IQCG	1.713	3.022e-21
SLC16A13	1.713	3.5696e-11
GTF2H5	1.714	0.045238
SMIM15	1.714	0.15518
CSN1S1	1.714	1.4185e-16
GLYAT	1.714	3.6418e-08
PDZK1	1.714	1.1586e-09
NDUFA6	1.714	0.00013244
DEFB128	1.715	0.39598
LRRC3	1.715	0.0027024
IL31	1.715	0.011445
C6orf100	1.715	0.3961
PTGDR2	1.715	0.0027025
TCN1	1.715	2.3229e-17
FADS6	1.715	1.1478e-09
WFDC1	1.716	3.4678e-11
C14orf64	1.716	0.0026919
TRIM52	1.716	1.1417e-09
OR8H3	1.716	0.0114
RARRES2	1.716	2.716e-05
ADM5	1.716	0.39555
C3orf65	1.716	0.39559
LCN2	1.716	1.1404e-09
ZNF814	1.717	0.044817
TREML2	1.717	1.1362e-09
LRRC10B	1.717	0.044884
ZNF117	1.717	0.39531
MBL2	1.717	0.0026836
ANKRD22	1.718	1.1192e-09
CCDC107	1.718	6.3474e-09
APOA2	1.718	0.0448
SPESP1	1.718	0.39465
FAM213A	1.718	1.9627e-10
HINT2	1.718	5.3536e-06
RPS19BP1	1.719	2.6748e-05
TMEM150B	1.719	3.5074e-08
RPEL1	1.719	0.011285
EPSTI1	1.719	3.3095e-25
LIPI	1.719	1.0155e-19
AKR1C4	1.719	2.2341e-17
AL050302.1	1.719	0.044623
MGST1	1.72	0.0026577
TPRG1	1.72	1.9365e-10
CCL23	1.72	0.00059735
SERPINA5	1.72	6.2368e-09
TSSC4	1.72	0.044493
WFDC12	1.72	0.04455
MORN2	1.72	0.15342
RGPD3	1.72	1.4598e-50
SCRG1	1.721	0.044451
XRCC3	1.721	1.9134e-10
LEFTY1	1.721	9.6756e-13
HCFC1R1	1.722	0.00059302
OR5AK2	1.722	0.00059331
MRPS34	1.722	0.0026375
ACN9	1.722	0.0026353
SSX4B	1.722	0.15282
MAGEC3	1.722	7.6566e-16
AMY2B	1.723	5.8844e-30
C21orf62	1.723	0.0026248
OR2AE1	1.723	0.011172
PRR4	1.723	0.044222
HES2	1.723	0.0026323
SLX1B	1.723	0.04422
PROX2	1.724	5.5007e-12
RGPD6	1.724	0.39245
SURF1	1.724	1.5883e-13
C12orf71	1.724	0.002621
RP11-47I22.3	1.724	0.044082
CBWD6	1.725	9.8278e-07
RP11-944C7.1	1.725	0.15197
APOL1	1.725	5.1357e-06
NUDT16L1	1.725	0.00012536
AP003774.4	1.725	0.39183
HSD17B2	1.725	1.8462e-10
SSSCA1	1.725	1.8426e-07
TEX13B	1.725	0.011098
ZNF121	1.725	0.39211
FAM136A	1.725	0.00058595
SPANXN1	1.725	0.39191
LRRC14B	1.725	1.0572e-09
RD3	1.726	2.5702e-05
UCN3	1.726	0.043878
S100B	1.726	0.04387
SMR3A	1.726	0.39147
VAMP5	1.726	0.011061
DNAJC4	1.727	1.8113e-10
STOML3	1.727	2.5754e-14
C9orf173	1.727	9.1242e-13
TXN2	1.727	2.5584e-05
C14orf79	1.727	5.3599e-12
LYZL1	1.727	9.7227e-07
IL17C	1.727	0.0001243
TMSB15A	1.728	0.39053
SAPCD1	1.728	1.8051e-07
DYNAP	1.728	0.0025806
SAC3D1	1.729	0.0005748
CD1E	1.729	3.2556e-18
AC092675.3	1.729	0.010944
AC026407.1	1.729	0.15094
CDC42EP1	1.729	2.5355e-05
IL37	1.729	0.00012343
ZNF124	1.73	0.010911
IZUMO3	1.73	3.0367e-11
PROZ	1.73	1.1759e-16
MRPS10	1.73	1.0138e-09
CCDC96	1.73	1.9555e-17
SLC22A18AS	1.73	0.0025627
AC009365.3	1.73	0.15063
SLC7A13	1.73	1.483e-13
POLR3G	1.73	1.7611e-10
VIPR1	1.73	7.4401e-27
OR13G1	1.731	0.15033
PHLDA2	1.731	0.15046
DEPDC4	1.731	1.0075e-09
KLRG2	1.731	5.1131e-12
OR11A1	1.732	0.0025494
RP11-180C1.1	1.732	0.15002
ART1	1.732	5.1026e-12
C20orf141	1.732	0.043255
CHST13	1.732	0.0001213
MRFAP1L1	1.732	0.0025481
GRP	1.733	0.0025347
MS4A2	1.733	5.6048e-09
KIR3DL3	1.733	0.00012102
MFSD7	1.733	3.0952e-18
SYCE1L	1.733	2.4274e-14
PF4	1.733	0.043062
RP11-661C8.3	1.733	0.38843
TMSB15B	1.733	0.38882
UGT2B15	1.733	2.2864e-21
PROL1	1.733	0.38851
C22orf24	1.734	0.14945
OR5W2	1.734	0.00056247
DHRS1	1.735	3.9562e-15
BCL2L10	1.735	0.01076
RFPL4A	1.735	0.042929
PAEP	1.735	3.1109e-08
C12orf77	1.735	0.00055995
OR56A1	1.735	0.00055987
RPRM	1.735	0.14925
C11orf94	1.735	0.042904
PPAPDC2	1.735	0.00056067
FAM86B2	1.736	4.8114e-06
PLA2G2E	1.736	2.4363e-05
NEIL2	1.736	2.8655e-11
TACR3	1.736	1.8068e-17
PATE2	1.736	0.0005579
TUSC1	1.736	0.042737
TMEM158	1.737	0.14862
AC092964.1	1.737	0.38696
AC007204.1	1.737	0.14865
ASGR1	1.737	3.8718e-15
LACRT	1.737	0.0001187
APH1B	1.737	2.8377e-11
UCP3	1.737	9.5517e-10
HIST1H4J	1.737	0.38683
ECHDC3	1.737	4.7572e-06
RETNLB	1.737	0.04265
IFI27	1.737	0.010698
MIIP	1.737	1.3121e-20
KRTAP10-4	1.737	8.1939e-13
OR52D1	1.737	0.00055635
SMR3B	1.737	0.38712
LYPD1	1.738	0.00055354
PSORS1C2	1.738	0.0024913
LSM2	1.738	2.4045e-05
IL36G	1.738	0.00011765
OST4	1.738	0.38665
SPATA6L	1.739	1.0446e-16
POTEB2	1.739	0.042457
ZNF229	1.739	8.9514e-07
NTN5	1.739	3.7923e-15
CRCP	1.739	8.9725e-07
RP11-497E19.2	1.739	0.14816
GJB4	1.739	0.00055114
GJB6	1.739	1.658e-07
C2orf50	1.739	0.00011749
ATG12	1.74	4.6926e-06
RP11-343C2.9	1.74	2.3766e-05
AC114783.1	1.74	8.9231e-07
HYI	1.74	2.2375e-14
APOLD1	1.74	0.00011689
FBXO36	1.74	8.9256e-07
AC004076.7	1.74	0.38582
HTN1	1.74	0.04232
TMED5	1.741	5.2721e-09
OR1A1	1.741	0.00011603
RP11-166B2.1	1.741	2.9717e-08
H2BFWT	1.741	0.0024619
NPPA	1.741	0.00054522
SENP8	1.741	0.00054686
AC002472.13	1.741	6.203e-16
OR5C1	1.742	0.00011562
OR6N1	1.742	0.0001156
SULT1A4	1.742	0.38477
C11orf35	1.742	3.7854e-26
LENG1	1.742	1.5816e-10
SLCO1B7	1.742	3.8127e-26
UGT1A10	1.742	4.5886e-19
APIP	1.742	2.6927e-11
CTD-2203A3.1	1.742	0.14738
CEBPZ-AS1	1.742	0.01051
PPP1R1C	1.742	2.3484e-05
OR10H2	1.742	0.0024515
CNTF	1.743	2.3384e-05
ZFP2	1.743	1.6618e-17
SMIM2	1.743	0.041965
RP11-171N4.2	1.743	0.14697
ODF3L1	1.743	1.5657e-10
SPATA31A2	1.743	0.38423
C8orf86	1.744	2.3242e-05
CTF1	1.744	0.041899
MYADML2	1.744	0.00011436
AC002365.1	1.744	2.3223e-05
AC008686.1	1.744	0.041904
RP11-451M19.3	1.744	0.010446
ATXN7L3B	1.744	0.14683
GSTO1	1.745	5.0916e-09
PCDHB13	1.745	4.4828e-12
RP11-706O15.1	1.745	0.14637
OSTN	1.745	0.00053727
GGTLC2	1.745	2.3206e-05
AC093802.1	1.745	0.041827
MROH5	1.745	0.010417
CLC	1.746	2.3026e-05
ZNF222	1.746	0.00053339
TRAPPC2	1.746	0.002414
TMEM27	1.746	0.00011309
CD70	1.746	0.010394
CLDN23	1.746	2.2989e-05
RP11-362K2.2	1.746	0.041623
SPANXN3	1.746	0.38315
LINC00998	1.747	0.38247
RESP18	1.747	8.716e-10
SIRPG	1.747	3.476e-15
GLIPR1	1.747	2.072e-14
TMPRSS11B	1.747	4.2885e-19
TMEM37	1.748	0.0023933
LILRA2	1.748	6.9073e-20
C3orf55	1.748	0.002394
CCL8	1.748	0.041412
THAP2	1.748	1.5504e-07
TMA7	1.748	0.0023931
LGALS7	1.748	0.14567
OR2F1	1.748	2.2802e-05
PSPN	1.749	0.00011172
KRTAP4-11	1.749	2.2612e-05
KRTAP5-11	1.749	0.38177
C9orf57	1.749	0.00011153
VMAC	1.749	0.041351
OR6C76	1.749	0.0023904
FKBP1C	1.749	0.041342
SELK	1.749	0.00011124
C5orf66	1.749	0.00052699
LNP1	1.749	4.4338e-06
AC106876.2	1.749	0.010298
ANGPTL7	1.75	9.168e-17
ZNF582	1.75	0.00052539
C11orf65	1.75	2.0163e-14
LY86	1.75	2.2513e-05
TUSC5	1.75	0.00052419
